timestamp,product_name,sp,mrp,discount_percent,rating,stock_status_text,bank_offer_price,url,scrape_failed,product_id,category,subcategory
2026-08-30 00:06:45,SONY WH1000XM4/BMIN Bluetooth,₹ 22990,,,4.6,In stock / not shown,"Buy at ₹21,840",https://www.flipkart.com/sony-wh1000xm4-bmin-bluetooth/p/itm9f84f49ad6ac8?pid=ACCGCVGXQGFUNXTN&lid=LSTACCGCVGXQGFUNXTNMNI87P&marketplace=FLIPKART&q=sony+wh1000xm6&store=search.flipkart.com&srno=s_1_2&otracker=AS_Query_OrganicAutoSuggest_2_7_na_na_ps&otracker1=AS_Query_OrganicAutoSuggest_2_7_na_na_ps&fm=search-autosuggest&iid=5744f296-f74e-4f47-ba9d-56285675bd52.ACCGCVGXQGFUNXTN.SEARCH&ppt=sp&ppn=sp&ssid=u65j72tmn40000001787291830270&qH=40cc956b03afeb56&ov_redirect=true,False,21,Electronics,Audio
2026-08-30 00:06:56,OnePlus Nord Buds 4 Pro TWS Earbuds with Upto 55dB Real-time ANC. Bluetooth,₹ 4299,"4,999",14%,4.4,In stock / not shown,"Buy at ₹4,084",https://www.flipkart.com/oneplus-nord-buds-4-pro-tws-earbuds-upto-55db-real-time-anc-bluetooth/p/itm7f95b801be0a8?pid=ACCHH98V3DRRBSJ8&lid=LSTACCHH98V3DRRBSJ8JEWVLM&hl_lid=&marketplace=FLIPKART&fm=eyJ3dHAiOiJyZWNvIiwicHJwdCI6InBwIiwibWlkIjoicHJvZHVjdFJlY29tbWVuZGF0aW9uL3NpbWlsYXIifQ%3D%3D,False,22,Electronics,Audio
2026-08-30 00:07:07,"realme Buds Air 6 Pro with 50dB ANC, 360 Spatial Audio and upto 40 hours Playback Bluetooth",₹ 4999,"7,999",38%,4.4,In stock / not shown,"Buy at ₹4,499",https://www.flipkart.com/realme-buds-air-6-pro-50db-anc-360-spatial-audio-upto-40-hours-playback-bluetooth/p/itma71b3fa792028?pid=ACCHFG6GXEERAGUZ&lid=LSTACCHFG6GXEERAGUZWVVVR2&marketplace=FLIPKART&q=realme+earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_5&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=search-autosuggest&iid=cb9963cd-9f7b-46a9-9c29-ffad2aba5302.ACCHFG6GXEERAGUZ.SEARCH&ppt=sp&ppn=sp&ssid=rf0ytyz5ow0000001787292035057&qH=cd1073e156bd9b70&ov_redirect=true&ov_redirect=true,False,23,Electronics,Audio
2026-08-30 00:07:17,"Samsung 653 L Frost Free Side by Side 3 Star Refrigerator  with AI and WiFi, Convertible 5-in-1, Digital Inverter",₹ 78990,"1,18,000",33%,4.3,2 left,"Buy at ₹69,990",https://www.flipkart.com/samsung-653-l-frost-free-side-3-star-refrigerator-ai-wifi-convertible-5-in-1-digital-inverter/p/itm564d06a69bf4b?pid=RFRGHRJ3CHHJPTX7&lid=LSTRFRGHRJ3CHHJPTX7BPUAB8&marketplace=FLIPKART&store=j9e%2Fabm%2Fhzg&spotlightTagId=default_FkPickId_j9e%2Fabm%2Fhzg&srno=b_1_6&otracker=browse&fm=search-autosuggest&iid=698b4438-1bd3-42a8-914b-b3d2a0426a9d.RFRGHRJ3CHHJPTX7.SEARCH&ppt=browse&ppn=browse&ssid=s5ijv87y9s0000001786011456481&ov_redirect=true,False,24,Home,Home Appliance
2026-08-30 00:07:29,Blue Star 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,₹ 47490,,,4.2,In stock / not shown,"Buy at ₹43,690",https://www.flipkart.com/blue-star-2026-model-1-5-ton-5-split-inverter-wi-fi-ac/p/itm845b692ddfeb7?pid=ACNHMGKKHHEX8BXE&lid=LSTACNHMGKKHHEX8BXEVR4INO&marketplace=FLIPKART&q=blue+star+ac+1.5&store=j9e%2Fabm%2Fc54&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_13_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_13_na_na_na&fm=search-autosuggest&iid=f8c7f26b-e7a7-4482-b31d-136041090f40.ACNHMGKKHHEX8BXE.SEARCH&ppt=sp&ppn=sp&ssid=u24a7gj1680000001787292210000&qH=f625918c31dbd4d2&ov_redirect=true,False,25,Home,Home Appliance
2026-08-30 00:07:42,"LG 8 kg 5 Star, Smart Inverter Technology, TurboDrum, Smart Diagnosis with Soft Closing Door Fully Automatic Top Load Washing Machine Black",₹ 21990,"28,990",24%,4.4,4 left,"Buy at ₹18,740",https://www.flipkart.com/lg-8-kg-5-star-smart-inverter-technology-turbodrum-diagnosis-soft-closing-door-fully-automatic-top-load-washing-machine-black/p/itma69f01a7f0c0a?pid=WMNH76QUG3YYG4DF&marketplace=FLIPKART&lid=LSTWMNH76QUG3YYG4DFA3GS8Q&q=lg+washing+machine&fm=search-autosuggest&pageUID=1787292281218,False,26,Home,Home Appliance
2026-08-30 00:07:53,"PHILIPS HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Ltr, with Rapid Air Technology Air Fryer",₹ 7829,"9,995",22%,4.4,In stock / not shown,,https://www.flipkart.com/philips-hd9252-90-touch-panel-uses-up-90-less-fat-7-pre-set-menu-1400w-4-1-ltr-rapid-air-technology-fryer/p/itmc4150617ed082?pid=AFRG6FGVVAAZVNXS&lid=LSTAFRG6FGVVAAZVNXSO6XB0O&marketplace=FLIPKART&q=philips+air+fryer&store=j9e%2Fm38%2Fj1e&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_9_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_9_na_na_na&fm=search-autosuggest&iid=688ca3b6-88c0-445c-a706-7f92ff6bdbe0.AFRG6FGVVAAZVNXS.SEARCH&ppt=sp&ppn=sp&ssid=qvusy8jsio0000001787292328261&qH=88d4c2cff1b029aa&ov_redirect=true&ov_redirect=true,False,27,Home,Home Appliance
2026-08-30 00:08:05,"Whirlpool 20 L 18 Auto Cook Recipes, Feather Touch Membrane Solo Microwave Oven",₹ 7599,,,4.2,In stock / not shown,"Buy at ₹6,839",https://www.flipkart.com/whirlpool-20-l-18-auto-cook-recipes-feather-touch-membrane-solo-microwave-oven/p/itm55e37900bfc42?pid=MRCFHW7R6ZYZPPJT&lid=LSTMRCFHW7R6ZYZPPJTOPSWTB&marketplace=FLIPKART&q=oven+&store=j9e%2Fm38&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=f600a23c-9e6c-4273-a983-5ec3af5d0cb9.MRCFHW7R6ZYZPPJT.SEARCH&ppt=sp&ppn=sp&qH=7d83e24f4cc2a47a&ov_redirect=true&ov_redirect=true,False,28,Home,Home Appliance
2026-08-30 00:08:19,HAVELLS ESO 750 W Mixer Grinder,₹ 3099,"6,190",50%,4.2,In stock / not shown,,https://www.flipkart.com/havells-eso-750-w-mixer-grinder/p/itm5e856d7b9ade6?pid=MIXGJ3SAFHPQC2NQ&lid=LSTMIXGJ3SAFHPQC2NQ9T4MUD&marketplace=FLIPKART&store=j9e%2Fm38%2F7ek&spotlightTagId=default_BestsellerId_j9e%2Fm38%2F7ek&srno=b_1_5&otracker=nmenu_sub_Appliances_0_Mixer%2FJuicer%2FGrinder&fm=Search&iid=160a9ebc-c79f-496e-afad-6790997f3385.MIXGJ3SAFHPQC2NQ.SEARCH&ppt=browse&ppn=browse&ssid=q2z63des680000001787292813410&ov_redirect=true,False,29,Home,Home Appliance
2026-08-30 00:08:30,NIKE Delta Force Vulc Sneakers For Men,₹ 4495,,,4.5,In stock / not shown,"Buy at ₹4,270",https://www.flipkart.com/nike-delta-force-vulc-sneakers-men/p/itm5d3ba4c214c7b?pid=SHOHMD8FGZSTGFEJ&lid=LSTSHOHMD8FGZSTGFEJM6NSM0&marketplace=FLIPKART&store=osp%2Fcil%2Fe1f&srno=b_1_1&otracker=nmenu_sub_Men_0_Casual%20Shoes&fm=organic&iid=882c1cd1-c0ac-431d-8976-ef819947d39d.SHOHMD8FGZSTGFEJ.SEARCH&ppt=browse&ppn=browse&ov_redirect=true,False,30,Lifestyle,Fashion/Footwear
2026-08-30 00:08:41,PUMA X-Ray 2 Squa Sneakers For Women,₹ 2753,"7,999",66%,4.4,In stock / not shown,"Buy at ₹2,615",https://www.flipkart.com/puma-x-ray-2-squa-sneakers-women/p/itm43e24c015c601?pid=SHOH95Z3YBSKKJFU&marketplace=FLIPKART&lid=LSTSHOH95Z3YBSKKJFUKFU3NM&q=women+sneakers+puma&fm=search-autosuggest&swatchAttr=size&pageUID=1787293206355,False,31,Lifestyle,Fashion/Footwear
2026-08-30 00:08:53,Bata Derby For Men,₹ 1049,"1,699",38%,4.1,In stock / not shown,Buy at ₹949,https://www.flipkart.com/bata-derby-men/p/itm09d7e026c094c?pid=SHOGKB8TXVQCJWYQ&lid=LSTSHOGKB8TXVQCJWYQXUDJ9V&marketplace=FLIPKART&q=men+formal+shoes&store=osp%2Fcil%2Fssb&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_8_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_8_na_na_na&fm=search-autosuggest&iid=11558161-f193-4961-9ecf-67c7bb2c0a09.SHOGKB8TXVQCJWYQ.SEARCH&ppt=sp&ppn=sp&ssid=3rlvagsxz40000001787293298160&qH=dad9e74e3867d007&ov_redirect=true,False,32,Lifestyle,Fashion/Footwear
2026-08-30 00:09:05,RED TAPE Men Slides,₹ 509,"2,999",83%,4.1,In stock / not shown,Buy at ₹409,https://www.flipkart.com/red-tape-men-slides/p/itm8aeeb8e35494d?pid=SFFH2FJGHPWZGMHY&lid=LSTSFFH2FJGHPWZGMHYFT2DQ9&hl_lid=&marketplace=FLIPKART&fm=eyJ3dHAiOiJyZWNvIiwicHJwdCI6InBwIiwibWlkIjoicHJvZHVjdFJlY29tbWVuZGF0aW9uL3NpbWlsYXIifQ%3D%3D&pageUID=1787293604028,False,33,Lifestyle,Fashion/Footwear
2026-08-30 00:09:15,Roadster Men Solid Casual White Shirt,₹ 386,"1,899",80%,4.2,In stock / not shown,Buy at ₹286,https://www.flipkart.com/roadster-men-solid-casual-white-shirt/p/itmfb1646b7f0bd0?pid=SHTG9MM4GEEPYUCP&lid=LSTSHTG9MM4GEEPYUCP1FNJD6&marketplace=FLIPKART&store=clo%2Fash%2Faxc%2Fmmk%2Fkp7&srno=b_1_7&otracker=browse&fm=search-autosuggest&iid=da294c47-904d-4227-a80c-7e6efe0243dd.SHTG9MM4GEEPYUCP.SEARCH&ppt=browse&ppn=browse&ssid=mq0zx7wvw00000001787293830494&ov_redirect=true,False,34,Lifestyle,Fashion/Footwear
2026-08-30 00:09:29,BIBA Women Printed Straight Kurta,₹ 3599,,,3.7,In stock / not shown,"Buy at ₹3,419",https://www.flipkart.com/biba-women-printed-straight-kurta/p/itme560aed7184b7?pid=KTAHZW4CBJQTEZ9H&marketplace=FLIPKART&lid=LSTKTAHZW4CBJQTEZ9HBVGWEE&q=kurtas+kurtis&fm=search-autosuggest&swatchAttr=size&pageUID=1787294307083,False,35,Lifestyle,Fashion/Footwear
2026-08-30 00:09:40,MAX Casual Printed Women Multicolor Top,₹ 309,499,38%,4.2,In stock / not shown,Buy at ₹209,https://www.flipkart.com/max-casual-printed-women-multicolor-top/p/itmd1fdb3965addb?pid=TOPHDA98CBWD6HSF&lid=LSTTOPHDA98CBWD6HSFACD7XZ&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_38&otracker=browse&fm=search-autosuggest&iid=fe5adc26-f198-4cfb-b748-59926fa814a9.TOPHDA98CBWD6HSF.SEARCH&ppt=browse&ppn=browse&ssid=b1oyxhp4y80000001787294449908&ov_redirect=true,False,36,Lifestyle,Fashion/Footwear
2026-08-30 00:09:51,"Garnier Men Oil Clear Deep Cleansing, with Mineral Clay and Menthol Face Wash",₹ 347,,,4.4,In stock / not shown,Buy at ₹229,https://www.flipkart.com/garnier-men-oil-clear-deep-cleansing-mineral-clay-menthol-face-wash/p/itm55ece439c3887?pid=FCWFY34AATQYDGPP&lid=LSTFCWFY34AATQYDGPPDBUZXQ&marketplace=FLIPKART&q=facewash&store=g9b%2Fema%2F5la%2Fjav&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_5_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_5_na_na_na&fm=search-autosuggest&iid=f00e4c2a-35cd-41e6-b1ee-03a0cbe7601c.FCWFY34AATQYDGPP.SEARCH&ppt=sp&ppn=sp&ssid=ezdt0b7juo0000001787294918759&qH=55e73cf471b3b53c&ov_redirect=true&ov_redirect=true,False,37,Lifestyle,Beauty
2026-08-30 00:10:04,Lakmé Sunscreen - SPF 50 PA+++ Sun Expert Tinted Sunscreen| UVA/B protection,₹ 586,669,12%,4.3,In stock / not shown,Buy at ₹486,https://www.flipkart.com/lakm-sunscreen-spf-50-pa-sun-expert-tinted-sunscreen-uva-b-protection/p/itm983654ddb56e7?pid=SNRFPMKGDWVGWVZC&lid=LSTSNRFPMKGDWVGWVZCC0ANXR&marketplace=FLIPKART&q=lakme+sunscreen&store=g9b%2Fema%2F5la%2Fxrh&spotlightTagId=default_BestsellerId_g9b%2Fema%2F5la%2Fxrh&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_9_sc_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_9_sc_na_ps&fm=search-autosuggest&iid=318345f0-8e82-45eb-a117-3776dcc952b1.SNRFPMKGDWVGWVZC.SEARCH&ppt=sp&ppn=sp&ssid=92fpfnnglc0000001787373701276&qH=793b3769bdd87a23&ov_redirect=true&ov_redirect=true,False,38,Lifestyle,Beauty
2026-08-30 00:10:17,"NIVEA Cocoa Nourish, Moisturizer Body Lotion, Coconut Oil, Serum, Hyaluronic acid",₹ 348,,,4.5,In stock / not shown,Buy at ₹248,https://www.flipkart.com/nivea-cocoa-nourish-moisturizer-body-lotion-coconut-oil-serum-hyaluronic-acid/p/itmfdde9ea594a98?pid=MSCEYAVKGFEPR3QD&lid=LSTMSCEYAVKGFEPR3QDCVNX4Z&marketplace=FLIPKART&q=moisturizer+for+women&store=g9b%2Fema%2F5la%2F1ke&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=search-autosuggest&iid=96045d6f-764d-4fe9-9cc5-486822aeece8.MSCEYAVKGFEPR3QD.SEARCH&ppt=sp&ppn=sp&ssid=nq9l9sp38w0000001787295188116&qH=f6846bdb329b9615&ov_redirect=true&ov_redirect=true,False,39,Lifestyle,Beauty
2026-08-30 00:10:29,DOVE Nourishing Triple Hydration Serum Body Wash,₹ 193,,,4.4,In stock / not shown,Buy at ₹118,https://www.flipkart.com/dove-nourishing-triple-hydration-serum-body-wash/p/itmc0908a16151fd?pid=BWSG4YMQHSH5FHTH&lid=LSTBWSG4YMQHSH5FHTH0OOHQK&marketplace=FLIPKART&store=g9b%2F5nz%2Fb1b%2Fbwa&srno=b_1_8&otracker=browse&fm=search-autosuggest&iid=9ab745b0-a481-47b7-aa5b-169ad1221d8c.BWSG4YMQHSH5FHTH.SEARCH&ppt=browse&ppn=browse&ssid=vlleg04ghc0000001787295276155&ov_redirect=true&ov_redirect=true,False,40,Lifestyle,Beauty
2026-08-30 08:04:16,,,,,,,,https://www.flipkart.com/samsung-galaxy-s25-ultra-5g-titanium-silverblue-256-gb/p/itm413a5c3f30151?pid=MOBH8K8U5FWQWD6G&marketplace=FLIPKART&lid=LSTMOBH8K8U5FWQWD6G2VMUV0&q=samsung+s25+ultra+5g&fm=organic&pageUID=1785904767895,True,1,Electronics,Smartphone
2026-08-30 08:04:29,"Apple iPhone 17 Pro Max (Cosmic Orange, 512 GB)",₹ 164900,,,4.7,In stock / not shown,"Buy at ₹1,55,900",https://www.flipkart.com/apple-iphone-17-pro-max-cosmic-orange-512-gb/p/itm9610ba7d9c887?pid=MOBHFN6YGCTS2WGA&lid=LSTMOBHFN6YGCTS2WGATTPXFJ&hl_lid=&marketplace=FLIPKART&fm=eyJ3dHAiOiJwbXVfdjIiLCJwcnB0IjoiaHAiLCJtaWQiOiJjb250aW51dW0vaHAifQ%3D%3D&pageUID=1785902337167,False,2,Electronics,Smartphone
2026-08-30 08:04:42,"OnePlus Nord 6 (Quick Silver, 256 GB)",₹ 53999,"56,999",5%,4.6,In stock / not shown,"Buy at ₹51,299",https://www.flipkart.com/oneplus-nord-6-quick-silver-256-gb/p/itmc49f71cdc4080?pid=MOBHMBXCPZNQ3YNC&lid=LSTMOBHMBXCPZNQ3YNCK63NEJ&marketplace=FLIPKART,False,3,Electronics,Smartphone
2026-08-30 08:04:53,"Samsung M47 5G (Blaze Blue, 128 GB)",₹ 25999,"29,999",13%,4.3,In stock / not shown,"Buy at ₹24,699",https://www.flipkart.com/samsung-m47-5g-blaze-blue-128-gb/p/itmed5389226b408?pid=MOBHZWBVT3NUCCPP&lid=LSTMOBHZWBVT3NUCCPPAHKSJU&marketplace=FLIPKART,False,4,Electronics,Smartphone
2026-08-30 08:05:06,"vivo X200T (Seaside Lilac, 512 GB)",₹ 69999,"87,999",20%,4.6,Out of stock,"Buy at ₹66,499",https://www.flipkart.com/vivo-x200t-seaside-lilac-512-gb/p/itm1b8452d68859b?pid=MOBHJK5MSMEHG5XS&lid=LSTMOBHJK5MSMEHG5XSJDE1VZ&marketplace=FLIPKART,False,5,Electronics,Smartphone
2026-08-30 08:05:17,"MOTOROLA edge 70 pro (Marble - PANTONE Lily white (white), 256 GB)",₹ 42999,"74,999",43%,4.3,In stock / not shown,"Buy at ₹40,849",https://www.flipkart.com/motorola-edge-70-pro-marble-pantone-lily-white-white-256-gb/p/itmb8ecc42418420?pid=MOBHN9739XAPWTP3&marketplace=FLIPKART&lid=LSTMOBHN9739XAPWTP3GCQCKH&pageUID=1787289482819,False,6,Electronics,Smartphone
2026-08-30 08:05:28,"realme P4 Lite 5G (Mosaic Green, 128 GB)",₹ 22499,,,4.2,In stock / not shown,"Buy at ₹21,374",https://www.flipkart.com/realme-p4-lite-5g-mosaic-green-128-gb/p/itm90c243961f214?pid=MOBHN7A8YFWPC9ZV&marketplace=FLIPKART&lid=LSTMOBHN7A8YFWPC9ZVEJ5AZE&pageUID=1787289522754,False,7,Electronics,Smartphone
2026-08-30 08:05:40,HP OMEN AI AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-ap0165AX Gaming Laptop,₹ 136990,"1,62,996",16%,4.5,In stock / not shown,"Buy at ₹1,29,990",https://www.flipkart.com/hp-omen-ai-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-16-ap0165ax-gaming-laptop/p/itm5661c90728083?pid=COMHEHHXKFQSABXZ&lid=LSTCOMHEHHXKFQSABXZEF3JCN&marketplace=FLIPKART&q=gaming+laptops&store=4rr%2Ftz1&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=f7f98126-3b51-4834-9b23-e151359fa753.COMHEHHXKFQSABXZ.SEARCH&ppt=None&ppn=None&ssid=mv85fesen40000001786011350999&qH=a5acd8458468e203&ov_redirect=true,False,8,Electronics,Laptop
2026-08-30 08:05:53,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHE4HN/A",₹ 137990,,,4.7,In stock / not shown,"Buy at ₹1,27,990",https://www.flipkart.com/apple-macbook-air-m5-2026-m5-16-gb-512-gb-ssd-tahoe-mdhe4hn-a/p/itm8505e2f874525?pid=COMHZQX47WQ7YJZP&marketplace=FLIPKART&lid=LSTCOMHZQX47WQ7YJZPBZOHQJ&q=macbook+air&fm=Search&pageUID=1787289779807,False,9,Electronics,Laptop
2026-08-30 08:06:06,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 15IRX9 Gaming Laptop,₹ 129000,"1,50,000",14%,4.5,In stock / not shown,"Buy at ₹1,25,000",https://www.flipkart.com/lenovo-loq-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15irx9-gaming-laptop/p/itm975f0ea246a0e?pid=COMHYXV9DUMPQSZA&lid=LSTCOMHYXV9DUMPQSZAVSFLHQ&marketplace=FLIPKART&q=lenovo+loq&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_2_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_2_4_na_na_ps&fm=Search&iid=964affe9-ac46-4caf-b295-28da53fb21bd.COMHYXV9DUMPQSZA.SEARCH&ppt=sp&ppn=sp&ssid=w453dl977k0000001787289965525&qH=8f35ca78dc0959c0&ov_redirect=true,False,10,Electronics,Laptop
2026-08-30 08:06:20,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050/240 Hz) G615JHR-S5005WS Gaming Laptop,₹ 169990,"2,87,990",41%,4.8,In stock / not shown,"Buy at ₹1,59,990",https://www.flipkart.com/asus-rog-strix-g16-2025-office-2024-m365-basic-intel-core-i7-14th-gen-14650hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-240-hz-g615jhr-s5005ws-gaming-laptop/p/itm174a98e37d25c?pid=COMHCQ4KQVGGBJJV&lid=LSTCOMHCQ4KQVGGBJJV6EIY8U&marketplace=FLIPKART&q=asus+rog+strix+g16&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_ps&fm=search-autosuggest&iid=17a85d22-ba33-42df-ad3d-5b56322efdbd.COMHCQ4KQVGGBJJV.SEARCH&ppt=sp&ppn=sp&ssid=ajuj6eebk00000001787290117409&qH=e5b2aa60ea55a1b1&ov_redirect=true,False,11,Electronics,Laptop
2026-08-30 08:07:04,,,,,,,,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-a715-5g-a715-51g-gaming-laptop/p/itmd57f25c89d62e?pid=COMGGJZVRQHWHDVH&lid=LSTCOMGGJZVRQHWHDVHPVRVWF&marketplace=FLIPKART&q=acer+aspire+7&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_3_4_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_3_4_na_na_ps&fm=search-autosuggest&iid=154bd42d-3e02-47d8-8e35-003bbc3550cd.COMGGJZVRQHWHDVH.SEARCH&ppt=sp&ppn=sp&ssid=iftx1fvseo0000001787290199001&qH=8b5d26a924ee876e&ov_redirect=true,True,12,Electronics,Laptop
2026-08-30 08:07:15,DELL 15 (Previously Inspiron) (2025) Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 / 15DC15255 Thin and Light Laptop,₹ 66142,,,4.3,In stock / not shown,"Buy at ₹62,834",https://www.flipkart.com/dell-15-previously-inspiron-2025-microsoft-office-home-2024-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-3535-15dc15255-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFGAZ5HFM3&lid=LSTCOMH8EPFGAZ5HFM31WU0GS&marketplace=FLIPKART&q=dell+laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=7df8c9a9-c937-4f39-9a0c-8a1858a02b77.COMH8EPFGAZ5HFM3.SEARCH&ppt=sp&ppn=sp&ssid=rkw3oocbhc0000001787290264675&qH=1867cf4d208e7007&ov_redirect=true,False,13,Electronics,Laptop
2026-08-30 08:07:26,SONY BRAVIA 2 II 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,₹ 82990,"1,28,900",36%,4.7,In stock / not shown,"Buy at ₹77,240",https://www.flipkart.com/sony-bravia-2-ii-163-9-cm-65-inch-ultra-hd-4k-led-smart-google-tv/p/itm79726a02d6955?pid=TVSHBYPVYRDZQG4B&lid=LSTTVSHBYPVYRDZQG4BTGW0GL&marketplace=FLIPKART&store=ckf%2Fczl&srno=b_1_3&otracker=browse&fm=organic&iid=c561507b-62a7-4533-b758-7303536ce2d1.TVSHBYPVYRDZQG4B.SEARCH&ppt=None&ppn=None&ssid=rj3zaxcp800000001786011483105&ov_redirect=true,False,14,Electronics,Television
2026-08-30 08:07:37,Samsung Crystal 4K Vision AI 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV 2026 Edition with 30W Speakers 4K Upscaling HDR 10+ Football Mode Voice Assistance Remote Control PurColor Metal Stream Design Samsung Knox Security 150+ Free Channels,₹ 48990,"53,900",9%,4.3,In stock / not shown,"Buy at ₹39,740",https://www.flipkart.com/samsung-crystal-vision-ai-138-cm-55-inch-ultra-hd-4k-led-smart-tizen-tv-4k-upscaling-hdr-10-football-mode-voice-assistance-remote-control-purcolor-slim-look-knox-security-150-free-channels/p/itm9296458c7cd54,False,15,Electronics,Television
2026-08-30 08:07:48,Hisense 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,₹ 35990,,,4.1,In stock / not shown,"Buy at ₹33,440",https://www.flipkart.com/hisense-139-cm-55-inch-ultra-hd-4k-led-smart-google-tv/p/itm8545a255bdf99?pid=TVSHKCSVB57B5PKS&marketplace=FLIPKART&lid=LSTTVSHKCSVB57B5PKSZSCBQ0&fm=search-autosuggest&pageUID=1787295534700,False,16,Electronics,Television
2026-08-30 08:07:59,"LG AI QNED evo 82 139 cm (55 inch) Ultra HD (4K) Mini LED Smart WebOS TV 2026 Edition with Dynamic QNED Color Pro, Mini LED with Precision HDR Master Pro, Alpha8 AI Processor 4K Gen3, Dolby Vision & Dolby Atmos, AI Picture Pro & AI Sound Pro AI Magic Remote, Multi AI (Google Gemini & MS Copilot), 144hz VRR, Motion Booster 288, AMD FreeSync Premium, 5 Years OS upgrade, Secured by LG Shield, LG Channels",₹ 64990,"1,09,990",41%,4.1,In stock / not shown,"Buy at ₹61,740",https://www.flipkart.com/lg-ai-qned-evo-82-139-cm-55-inch-ultra-hd-4k-mini-led-smart-webos-tv-2026-dynamic-color-pro-precision-hdr-master-alpha8-processor-4k-gen3-dolby-vision-atmos-picture-pro-sound-magic-remote-multi-google-gemini-ms-copilot-144hz-vrr-motion-booster-288-amd-freesync-premium-5-years-os-upgrade-secured-shield-channels/p/itm1ec2684ee20db?pid=TVSHMYS2DHCRHXTM&lid=LSTTVSHMYS2DHCRHXTM6WIGXA&marketplace=FLIPKART&q=lg+55+inch+tv&store=ckf%2Fczl&srno=s_1_4&otracker=AS_Query_OrganicAutoSuggest_4_3_na_na_ps&otracker1=AS_Query_OrganicAutoSuggest_4_3_na_na_ps&fm=Search&iid=469575a0-70e9-4937-8420-21394f4715f6.TVSHMYS2DHCRHXTM.SEARCH&ppt=sp&ppn=sp&ssid=2074wno0i80000001787290660799&qH=37b74f3e415b3f3a&ov_redirect=true,False,17,Electronics,Television
